Timestamp(ms),CamLinPositionsX(cm),CamLinPositionsY(cm),CamLinPositionsZ(cm),CamAngPositionsPhi(deg),CamAngPositionsTheta(deg),CamAngPositionsPsi(deg),ImuAccelX(m/s^2),ImuAccelY(m/s^2),ImuAccelZ(m/s^2),ImuGyroX(rad/s),ImuGyroY(rad/s),ImuGyroZ(rad/s),ImuOrientationPhi(deg),ImuOrientationTheta(deg),ImuOrientationPsi(deg),CentroidBaseX(px),CentroidBaseY(px),KalmanFiltered_X,KalmanFiltered_Y,KalmanFiltered_Z,KalmanFiltered_Phi,KalmanFiltered_Theta,KalmanFiltered_Psi
1713690263074,43.56653545837706,25.344282349486413,79.35792524880833,-14.903427124023438,28.473981857299805,-38.75518035888672,4.2317066,7.1503525,5.0530434,-0.063224554,-0.018020526,0.09987647,99.05905,-47.331207,-39.94473,697.25,378.25,43.68724922296595,26.101898003709994,79.06243576977292,-15.913219563143246,27.987784699184598,-38.67725953150413,
1713690263139,44.36910549238443,26.06769914404768,78.62681931043147,-15.552352905273438,29.12980842590332,-38.75994873046875,4.191627,7.179066,5.209175,-0.032986723,0.026419923,0.14935656,99.80861,-47.035835,-38.822323,698.25,376.75,44.19314411807693,26.089162512581684,78.87358453633959,-15.865666550999302,28.096419617079466,-38.685125335103606,
1713690263198,43.689183901127265,26.699720907983092,78.83328554874593,-15.947311401367188,28.656003952026367,-38.55625915527344,4.191627,7.179066,5.209175,-0.043982297,0.03176499,0.19456059,99.80861,-47.035835,-38.822323,698.0,376.75,43.82877507077359,26.298788491034653,78.84772026977326,-15.876425257785773,28.149650033278327,-38.67286694980237,
1713690263255,43.95864415211326,25.99102553306683,79.24803609078221,-15.411773681640625,28.807723999023438,-38.26361846923828,4.41057,7.0097737,5.1738806,-0.09117164,-0.027488936,0.29703322,97.10725,-45.87579,-40.446545,698.5,376.25,43.92484215476269,26.192032926015173,79.16832443250044,-15.815196043167935,28.212249267921965,-38.633937220021345,
1713690263328,42.875690644441214,26.17453512839257,80.10388375694627,-15.528060913085938,28.099748611450195,-37.386409759521484,4.41057,7.0097737,5.1738806,-0.09468412,-0.054367006,0.4529566,97.10725,-45.87579,-40.446545,698.25,374.0,43.1997186782249,26.186705399379647,80.01777556303243,-15.777358963931128,28.201547651753234,-38.51526626768274,
1713690263378,43.912715831051855,26.691694023150376,79.09218362482115,-16.158950805664062,28.974103927612305,-36.40859603881836,4.41057,7.0097737,5.1738806,-0.11071932,-0.0096211275,0.5476407,97.10725,-45.87579,-40.446545,698.75,372.5,43.67308469785398,26.350888492395566,79.14357377614151,-15.82764302616916,28.275037007213697,-38.31486942654022,
1713690263435,43.311367137696315,26.8228202257733,79.28415174182788,-16.3367919921875,28.660961151123047,-35.5020866394043,4.7431726,6.8039913,5.328218,-0.07925977,0.026572637,0.6082691,95.25805,-43.645454,-41.675434,698.5,371.0,43.52706502533682,26.460991808906837,79.27728960011402,-15.89473586069997,28.31174801129038,-38.047303683388314,
1713690263483,43.12907944390019,25.73608431621337,79.65485173433008,-15.998245239257812,28.513912200927734,-33.4921989440918,4.7431726,6.8039913,5.328218,-0.094531395,-0.08093964,0.7151705,93.79024,-43.645454,-41.675434,694.0,367.5,43.397657807401465,26.318555757590303,79.63770064676261,-15.908375754073962,28.330978864055268,-37.61399970048615,
1713690263545,43.40997838708456,27.51638360822493,79.6736770811676,-17.52178955078125,28.538759231567383,-31.369028091430664,5.307879,6.2404814,5.369494,-0.09850202,-0.02397646,0.81107634,90.1227,-39.574936,-44.669373,691.25,364.0,43.40042276840641,26.46290664473649,79.6722103412069,-16.120982500069616,28.350743955302278,-37.01994726345424,
1713690263596,43.48770545096509,26.992605296507357,80.14551676912092,-17.267288208007812,28.448749542236328,-30.138689041137695,5.307879,6.2404814,5.369494,-0.1826487,0.01572978,0.9095783,90.1227,-39.574936,-44.669373,689.0,363.0,43.41478623288081,26.503612258139444,80.12701198080552,-16.27203632580134,28.360066729112248,-36.36536811198373,
1713690263648,42.35607227328021,26.718302527254075,80.62512093542466,-17.29119873046875,27.779857635498047,-26.841106414794922,5.307879,6.2404814,5.369494,-0.14004086,0.008246681,0.88270026,86.670204,-39.574936,-44.669373,687.5,361.0,43.25016767213932,26.518088224715502,80.60604306212043,-16.40633591028466,28.30487438435446,-35.45937346119293,
1713690263729,42.626403466338346,27.3807732465325,80.73511591357546,-17.746932983398438,27.81975746154785,-25.578699111938477,6.0376897,5.474778,5.5387864,-0.25137106,-0.098043874,1.0202976,82.90903,-33.750584,-47.46771,686.75,361.25,43.18740093759288,26.54825227852978,80.72872474494652,-16.58299237745241,28.25872767492494,-34.51947508468438,
1713690263783,40.45514639331339,24.80892597576208,83.30623432173336,-16.059829711914062,26.017274856567383,-21.077411651611328,6.0376897,5.474778,5.5387864,-0.20143281,-0.10430524,0.9860892,82.90903,-33.750584,-47.46771,680.75,359.25,42.926350275686445,26.494595429848317,83.1603024809066,-16.5140528951116,28.04550965047363,-33.240799849463855,
1713690263840,39.03800151190325,25.72750967198195,84.09821946707343,-16.798080444335938,24.71303939819336,-17.36965560913086,6.882954,4.6612186,5.577071,-0.2218968,-0.1591304,0.97341377,75.41023,-27.75185,-50.98309,674.5,358.25,42.62172404996122,26.473579603175633,84.03614539735386,-16.551480474531676,27.72850867774978,-31.731058491987824,
1713690263885,39.28313617359715,23.606976082133432,85.03197754697973,-15.509185791015625,24.140037536621094,-13.537398338317871,6.882954,4.6612186,5.577071,-0.25717425,-0.16554448,0.9613492,75.41023,-27.75185,-50.98309,663.5,359.5,42.36684486844214,26.386452112943026,84.96006810203677,-16.414132646291232,27.387155640449333,-30.000387989475716,
1713690263945,39.69423548025141,23.941399050884378,84.31375550248059,-15.721832275390625,23.88709259033203,-9.864322662353516,7.2825556,3.5168512,5.56092,-0.1797471,-0.07070765,0.959822,73.22364,-20.99743,-52.634846,653.75,364.0,42.17871066419365,26.31031183598669,84.3660908599516,-16.32290513267436,27.05421241590808,-28.084946346399974,
1713690263992,37.56045469463703,23.616365286953574,86.47109110463947,-14.95880126953125,21.9260311126709,-8.277978897094727,7.2825556,3.5168512,5.56092,-0.2527455,-0.06414085,1.0198395,73.22364,-20.99743,-52.634846,647.75,368.0,41.86860773005154,26.234051963765033,86.29141121882984,-16.143151070737595,26.56639456957679,-26.200810113272887,
1713690264044,38.41034978229581,24.919065420464705,85.29366658197495,-15.5545654296875,21.951004028320312,-4.754258155822754,7.2825556,3.5168512,5.56092,-0.31490102,-0.047036625,1.1481212,68.96259,-20.99743,-52.634846,637.75,375.0,41.64307539887099,26.198921192235094,85.3830197129666,-16.065590510552223,26.127355904467134,-24.160708531741193,
1713690264098,38.12460843803751,24.53019273724048,85.71904745684816,-15.134078979492188,21.525882720947266,-3.155094623565674,7.713862,2.1397817,5.578866,-0.42546764,0.1441642,1.1759156,67.18958,-12.667878,-54.124565,634.0,376.5,41.40893375217006,26.15697188569416,85.68825908832811,-15.942841073377283,25.689641126926237,-22.162551147741453,
1713690264144,38.17307980802286,24.430313893773725,85.87757295024143,-14.75665283203125,20.963764190673828,0.6561458110809326,7.713862,2.1397817,5.578866,-0.40775254,0.0053450707,1.0311406,67.18958,-12.667878,-54.124565,623.5,379.75,41.18255802079362,26.11677531666293,85.85948603964478,-15.786531747991837,25.24009245211357,-19.99192438001926,
1713690264198,35.32475972843588,24.391515372064433,88.44816236811958,-14.277206420898438,18.42527198791504,2.5714025497436523,7.713862,2.1397817,5.578866,-0.24755314,-0.14859296,1.0442741,67.18958,-12.667878,-54.124565,614.25,379.0,40.751917597727285,26.078064139000862,88.18356575828035,-15.587641204786467,24.59183318720006,-17.845589666385465,
1713690264251,35.81575897882307,24.2209165083372,87.7963747075225,-14.423599243164062,17.623825073242188,7.082470893859863,7.923234,0.7800602,5.648856,-0.1366811,-0.16371189,0.87674433,61.75622,-4.58329,-54.513096,593.0,371.25,40.381407268064734,26.040321566046245,87.83893429184774,-15.434250193647223,23.92900195905604,-15.474309850666275,
