Timestamp(ms),CamLinPositionsX(cm),CamLinPositionsY(cm),CamLinPositionsZ(cm),CamAngPositionsPhi(deg),CamAngPositionsTheta(deg),CamAngPositionsPsi(deg),ImuAccelX(m/s^2),ImuAccelY(m/s^2),ImuAccelZ(m/s^2),ImuGyroX(rad/s),ImuGyroY(rad/s),ImuGyroZ(rad/s),ImuOrientationPhi(deg),ImuOrientationTheta(deg),ImuOrientationPsi(deg),CentroidBaseX(px),CentroidBaseY(px),KalmanFiltered_X,KalmanFiltered_Y,KalmanFiltered_Z,KalmanFiltered_Phi,KalmanFiltered_Theta,KalmanFiltered_Psi
1713689523461,-6.744150326040042,13.118640004389245,52.030963685211276,-10.7999267578125,-6.638986587524414,-1.6539793014526367,8.288139,-0.062213387,5.2055855,0.012064588,-0.011148291,-0.02565634,58.99045,0.3641979,-57.868034,649.5,416.25,-6.5249398471640685,12.921069423058665,52.17036728672785,-10.830327394656527,-6.433680526475465,-1.6487302955576835,
1713689523517,-6.3915096258864725,13.244117271724875,52.09046816585913,-10.870620727539062,-6.291371822357178,-1.6171072721481323,8.288139,-0.062213387,5.2055855,-0.01572978,-0.029168816,-0.0070249503,59.08064,0.3641979,-57.868034,649.5,417.0,-6.446239686523212,13.084110977288589,52.136424410481766,-10.835637027192805,-6.420143422100205,-1.6457221579233152,
1713689523581,-4.897511628419039,13.605536992576509,52.45976561694081,-11.248672485351562,-4.782998085021973,-1.4263020753860474,8.27139,-0.11306087,5.2181478,0.0038179078,-0.056963183,-0.016340645,59.04315,0.6623454,-57.753517,650.0,415.25,-5.562220275232512,13.348368919334641,52.273803559060056,-10.890064555282109,-6.26441009965299,-1.6248498396927573,
1713689523639,-6.756491555461725,13.055265332048378,52.71939394775927,-10.464859008789062,-6.564648628234863,-1.6533899307250977,8.27139,-0.11306087,5.2181478,-0.040317107,0.0096211275,-1.5271631E-4,59.04315,0.6623454,-57.753517,650.0,418.0,-6.232062842897685,13.204620976448512,52.463348153989386,-10.834033320267455,-6.29297026625748,-1.6275647136252969,
1713689523695,-5.814823450155324,13.093641203700038,52.90127504025982,-10.406036376953125,-5.653680801391602,-1.664414644241333,8.27139,-0.11306087,5.2181478,-0.0,-0.034055736,-0.015577064,59.04315,0.6623454,-57.753517,650.0,419.0,-5.999457904080796,13.151625399602977,52.65671701732078,-10.777634250419501,-6.232157905794269,-1.6310700603998396,
1713689523745,-6.044830615376379,12.921664391672136,52.91673386821059,-10.082870483398438,-5.913315773010254,-1.5403902530670166,8.279166,-0.07716853,5.2193446,-0.002443461,-0.01695151,-0.0022907446,59.11908,0.45175448,-57.771885,649.25,421.5,-6.024049571627964,13.039454681715114,52.76882596396829,-10.686082124087443,-6.201828072791643,-1.6224441508028231,
1713689523793,-6.347806901536719,12.514456143085997,52.56011224482889,-9.582260131835938,-6.293299674987793,-1.6716524362564087,8.279166,-0.07716853,5.2193446,0.012064588,-0.0032070426,0.02076942,59.11908,0.45175448,-57.771885,648.5,424.5,-6.1979546015235565,12.778307653081324,52.678619769516445,-10.540626567422455,-6.210529301813252,-1.627125085116996,
1713689523880,-6.492169528491505,12.787193640610889,52.38897622773265,-9.783309936523438,-6.495187759399414,-1.6201947927474976,8.238488,-0.018544376,5.1960144,-0.00870483,0.0022907446,-0.007483099,59.152626,0.1090855,-57.76037,647.5,426.5,-6.353428014593643,12.783302271572943,52.55867246596572,-10.44083157068174,-6.237607415379949,-1.6264658415961009,
1713689523961,-6.531040661192104,13.598751260237695,52.152483147198,-10.550445556640625,-6.593142032623291,-1.620123267173767,8.238488,-0.018544376,5.1960144,0.012064588,-0.0035124752,-0.0012217305,59.00426,0.1090855,-57.76037,646.5,428.5,-6.443633509938244,13.333335037018669,52.41405975546575,-10.45527589545316,-6.271427618103746,-1.6258625046990716,
1713689524015,-6.076733828439882,13.424217517120766,52.23821416141404,-10.337997436523438,-6.135970115661621,-1.519951343536377,8.25464,-0.08793623,5.3012986,-0.005192355,0.04153884,0.02611449,58.929157,0.51356405,-57.290592,646.75,428.75,-6.251367571011543,13.389937394928106,52.35513644698108,-10.43982158882747,-6.2585422337533485,-1.615787713757453,
