Timestamp(ms),CamLinPositionsX(cm),CamLinPositionsY(cm),CamLinPositionsZ(cm),CamAngPositionsPhi(deg),CamAngPositionsTheta(deg),CamAngPositionsPsi(deg),ImuAccelX(m/s^2),ImuAccelY(m/s^2),ImuAccelZ(m/s^2),ImuGyroX(rad/s),ImuGyroY(rad/s),ImuGyroZ(rad/s),ImuOrientationPhi(deg),ImuOrientationTheta(deg),ImuOrientationPsi(deg),CentroidBaseX(px),CentroidBaseY(px),KalmanFiltered_X,KalmanFiltered_Y,KalmanFiltered_Z,KalmanFiltered_Phi,KalmanFiltered_Theta,KalmanFiltered_Psi
1713689684258,-56.71233693567847,15.93416748992747,99.72331979276778,-8.726760864257812,-27.20230484008789,-15.164653778076172,8.63151,0.30029923,4.343571,0.040775254,0.07666359,0.0036651916,71.61018,-1.780059,-63.287426,677.5,361.5,-56.834076563708834,15.936487218484793,99.33773999942882,-9.014523212974513,-27.941552957252522,-15.204987155595818,
1713689684326,-56.37101053138814,16.20509272567842,99.9102497168309,-8.841140747070312,-26.931316375732422,-15.086978912353516,8.81815,0.24885355,4.409972,0.054519724,0.019242255,0.05100725,71.59373,-1.445853,-63.43028,678.75,361.5,-56.509237479401065,16.06953521944287,99.59376501497762,-8.991675830632907,-27.845454281261652,-15.193761630665282,
1713689684381,-57.2269706932265,16.811316401626183,98.50456663575984,-9.233795166015625,-27.57204246520996,-15.445470809936523,8.81815,0.24885355,4.409972,0.17623462,0.0013744468,0.023060163,71.59373,-1.445853,-63.43028,679.5,362.25,-57.01721195646251,16.45967094862115,99.08653572034109,-9.023580977436167,-27.819446003593374,-15.217705446703222,
1713689684433,-55.713047755218625,14.993797644959825,100.40565017706368,-8.1009521484375,-26.492149353027344,-15.045612335205078,8.6757765,0.27038896,4.5266223,0.21991149,0.014049901,0.04718934,71.603165,-1.5827429,-62.446514,680.25,361.5,-56.03753752431849,15.638017021226204,99.7223431454296,-8.902002053606761,-27.693187013273914,-15.201335102899955,
1713689684484,-55.439685755728675,15.9463871861796,100.32326657950239,-8.63360595703125,-26.345457077026367,-15.026147842407227,8.6757765,0.27038896,4.5266223,0.1957823,-0.0106901415,0.107665,71.603165,-1.5827429,-62.446514,680.5,361.5,-55.5612005059358,15.821112686754743,100.03045288779818,-8.866634300555864,-27.56498430824836,-15.184670428415007,
1713689684547,-55.48260502777397,15.932963858112586,100.29905655667827,-8.593414306640625,-26.256052017211914,-15.01084041595459,8.6757765,0.27038896,4.5266223,0.11804971,-0.04016439,0.10323623,71.322235,-1.5827429,-62.446514,682.5,361.5,-55.49888405741567,15.896669220255351,100.18946712778414,-8.830630880995539,-27.440472226196228,-15.16813486204323,
1713689684596,-56.194098795713856,18.091247720033543,98.94273017805355,-9.879745483398438,-26.73700714111328,-14.76524543762207,8.670393,-0.011964113,4.5170507,0.14844026,-0.028405234,0.06627888,71.1731,0.070116565,-62.481647,683.5,362.0,-56.04571566088756,16.916853641516983,99.44333207343615,-8.968877400424473,-27.37355516486733,-15.12981003698162,
1713689684647,-56.112640077838606,15.702680369900511,98.99282611251203,-8.483642578125,-26.52139663696289,-14.551928520202637,8.670393,-0.011964113,4.5170507,0.16646078,-9.162979E-4,0.034055736,71.1731,0.070116565,-62.481647,688.0,361.75,-56.09831855943777,16.477056767846786,99.18194361917666,-8.904935839478725,-27.292493651392217,-15.074839102788667,
1713689684700,-54.85582172500187,15.406240056267716,100.60108609957898,-8.144424438476562,-25.404924392700195,-13.681977272033691,8.848659,-0.08853444,4.604987,0.22724187,0.00992656,0.012980887,70.728485,0.5085126,-62.50679,691.75,362.0,-55.101586026606114,16.135237010840864,99.99973688139633,-8.804719853604768,-27.11293877294144,-14.94234322981962,
1713689684743,-53.47719461772962,14.833918699874811,101.88126635541033,-7.6845550537109375,-24.461965560913086,-13.756790161132812,8.848659,-0.08853444,4.604987,0.1919644,0.0041233404,0.042455133,70.728485,0.5085126,-62.50679,693.25,362.25,-53.836530616772045,15.77685638394846,100.99941971818275,-8.657110732144215,-26.860765152996045,-14.829567586666526,
1713689684788,-52.53773169096969,16.495087406539216,102.51408022070696,-8.484954833984375,-23.73973846435547,-13.83341121673584,8.848659,-0.08853444,4.604987,0.17531833,-0.051465396,0.054367006,70.728485,0.5085126,-62.50679,695.5,362.5,-52.848646073409846,15.957854953947415,101.76614701214484,-8.634424980115554,-26.563877732765008,-14.734808289704457,
1713689684831,-53.232428506493584,15.007418508031003,102.02468702314579,-7.6896209716796875,-24.018218994140625,-13.658943176269531,8.848659,-0.08853444,4.604987,0.11789699,-0.013591751,0.100334615,70.728485,0.5085126,-62.50679,698.5,362.25,-53.13471769584932,15.7253239861671,101.89487155799158,-8.509923933795543,-26.32172214388474,-14.63246670473602,
