Timestamp(ms),CamLinPositionsX(cm),CamLinPositionsY(cm),CamLinPositionsZ(cm),CamAngPositionsPhi(deg),CamAngPositionsTheta(deg),CamAngPositionsPsi(deg),ImuAccelX(m/s^2),ImuAccelY(m/s^2),ImuAccelZ(m/s^2),ImuGyroX(rad/s),ImuGyroY(rad/s),ImuGyroZ(rad/s),ImuOrientationPhi(deg),ImuOrientationTheta(deg),ImuOrientationPsi(deg),CentroidBaseX(px),CentroidBaseY(px),KalmanFiltered_X,KalmanFiltered_Y,KalmanFiltered_Z,KalmanFiltered_Phi,KalmanFiltered_Theta,KalmanFiltered_Psi
1713690053992,52.76765876547015,89.63591093278009,118.09463751389546,-32.99748229980469,20.285877227783203,14.108814239501953,7.9274216,0.20638095,5.5633125,0.00870483,-0.04230242,-0.010079277,58.951603,-1.2207813,-54.93956,648.5,431.0,52.065585544616745,89.34508030009295,119.27808344073964,-32.29572995344843,19.278000051553086,14.257988881442364,
1713690054057,48.5033055040913,88.86533808241522,120.52520717980975,-32.32208251953125,18.71713638305664,14.680286407470703,7.987242,0.26021945,5.689534,-0.056046885,0.007483099,0.023518313,58.965557,-1.5200149,-54.53668,649.25,430.0,49.30563024588395,89.13832153394713,119.52625385887143,-32.29920254884518,19.22464793885015,14.29815990065499,
1713690054106,51.86084774643286,88.38318536721205,118.41948697403059,-32.647003173828125,20.12474822998047,14.491204261779785,7.987242,0.26021945,5.689534,-0.048563786,-0.01450805,0.004276057,58.965557,-1.5200149,-54.53668,650.0,429.75,51.30497567101985,88.79978841993237,119.31101928862844,-32.3450337914463,19.31026990881135,14.316523230444218,
1713690054153,50.871139272468305,88.51500789631183,121.35303338727476,-32.0960693359375,19.54893684387207,14.256913185119629,7.990233,0.17527425,5.648856,-0.012217305,-0.00580322,0.011453724,58.95591,-1.026165,-54.74083,651.25,429.0,50.958202744299115,88.66854614178463,119.72719154081643,-32.312226632574635,19.332973082386417,14.310852829533939,
1713690054194,49.554389044870035,88.51658871278133,121.94784985642826,-31.978851318359375,19.060293197631836,14.257698059082031,7.990233,0.17527425,5.648856,-0.027947085,-0.018020526,0.0030543262,58.95591,-1.026165,-54.74083,651.5,429.0,49.83337549692195,88.59645633347336,120.22535222212544,-32.26829627763703,19.307034429625666,14.305796486142235,
1713690054240,46.67268430724727,90.05243373400457,122.06477495269768,-32.47291564941406,17.948728561401367,14.544233322143555,7.990233,0.17527425,5.648856,0.01450805,0.0025961774,-0.0021380284,58.95591,-1.026165,-54.74083,651.0,428.5,47.257761958717836,89.32975162311388,120.69878403175552,-32.295259886656595,19.177825689896036,14.32847777156223,
1713690054287,47.366859638093345,89.26526248957879,121.87065732798325,-32.28727722167969,18.25548553466797,14.663655281066895,7.882556,0.16570297,5.4987063,0.016798794,0.03176499,0.0047342055,58.962234,-0.98774153,-55.101177,651.0,428.25,47.34475497820451,89.29555545667394,121.03052087078962,-32.294207975219756,19.090088154597858,14.3603615060008,
1713690054326,48.054670083148615,88.49122102912213,121.65446033294529,-32.10893249511719,18.562355041503906,14.782984733581543,7.882556,0.16570297,5.4987063,-0.03191771,0.03390302,-1.5271631E-4,58.962234,-0.98774153,-55.101177,651.0,428.0,47.81421406900364,88.86657030050605,121.19514536883378,-32.26979339724988,19.03988758339249,14.400563507548185,
1713690054370,51.88524441181798,85.8813106910459,121.55480566008293,-31.303070068359375,19.999675750732422,14.487358093261719,7.882556,0.16570297,5.4987063,-0.043982297,0.037415497,-0.0050396384,58.769985,-0.98774153,-55.101177,650.5,427.5,50.24423800321528,87.26467156488071,121.28955343867116,-32.14240394412077,19.131187357920833,14.40881983574182,
1713690054410,52.165848095575456,88.79262649949004,118.43762079219107,-32.96070861816406,20.18311882019043,14.321533203125,7.882556,0.16570297,5.4987063,0.0061086523,-0.01572978,-0.015271631,58.769985,-0.98774153,-55.101177,650.75,426.75,51.34142762245002,88.08207189503406,120.54016240505167,-32.25023560784922,19.231252256189652,14.400516701624902,
1713690054455,51.90140011889246,88.27622919608802,118.37975174984989,-32.8680419921875,20.091299057006836,14.579442024230957,7.789236,0.19501504,5.577071,0.034208454,-0.030390546,-0.032223143,58.76504,-1.1661822,-54.39744,650.0,425.75,51.60526639881252,88.18702348276292,120.03416961464102,-32.33164671595897,19.313064141010088,14.417536958976708,
1713690054504,51.490559591217654,88.00555031040517,119.28223284514925,-32.6072998046875,19.8604679107666,14.327821731567383,7.789236,0.19501504,5.577071,0.08307768,-0.065515295,-0.04886922,58.76504,-1.1661822,-54.39744,650.0,425.25,51.55599550586483,88.084411787739,119.8579377594589,-32.36797075529582,19.36513588189563,14.409002804969651,
1713690054548,50.18003866739607,86.43044905147629,120.48682101661151,-31.952178955078125,19.354455947875977,14.452522277832031,7.789236,0.19501504,5.577071,0.15225816,-0.035277467,-0.077579886,58.93635,-1.1661822,-54.39744,649.5,423.5,50.9009618516321,87.07667383368427,120.02587177912916,-32.313180011695906,19.36411995400534,14.413142591429969,
1713690054587,50.50307117342382,88.9641660979881,119.6122580005893,-32.97434997558594,19.386207580566406,14.265302658081055,7.5906315,0.24765715,5.5040903,0.08384126,-0.2134974,-0.0711658,58.955235,-1.5130272,-54.053524,650.0,423.0,50.72487588178866,88.34034537165648,119.89484231608422,-32.40030533246582,19.366221037758518,14.399079329305733,
1713690054642,48.91253797867371,86.36882955476526,121.05942770222465,-31.940689086914062,18.852954864501953,14.491950988769531,7.5906315,0.24765715,5.5040903,0.0795652,-0.31322116,-0.10140363,58.955235,-1.5130272,-54.053524,649.75,421.5,50.06442902156222,86.5715854258928,120.3377543838441,-32.339739645862096,19.31739663307636,14.407913738665684,
1713690054686,51.243481541191024,86.90043853443566,119.05690946132982,-32.7314453125,19.78908920288086,13.944474220275879,7.5906315,0.24765715,5.5040903,0.106595986,-0.14126259,-0.020922136,58.955235,-1.5130272,-54.053524,650.75,418.5,50.481106090834295,86.87448485090725,119.80256027122822,-32.39135645200439,19.36226635197402,14.363829090639879,
