Timestamp(ms),CamLinPositionsX(cm),CamLinPositionsY(cm),CamLinPositionsZ(cm),CamAngPositionsPhi(deg),CamAngPositionsTheta(deg),CamAngPositionsPsi(deg),ImuAccelX(m/s^2),ImuAccelY(m/s^2),ImuAccelZ(m/s^2),ImuGyroX(rad/s),ImuGyroY(rad/s),ImuGyroZ(rad/s),ImuOrientationPhi(deg),ImuOrientationTheta(deg),ImuOrientationPsi(deg),CentroidBaseX(px),CentroidBaseY(px),KalmanFiltered_X,KalmanFiltered_Y,KalmanFiltered_Z,KalmanFiltered_Phi,KalmanFiltered_Theta,KalmanFiltered_Psi
1713689746284,92.32432995568784,52.09234159546687,108.22315329795286,-25.953018188476562,37.852996826171875,19.43832015991211,9.108877,0.09092726,3.6233318,-0.05100725,-0.03176499,-0.00580322,51.499187,-0.5314253,-68.30831,662.0,364.0,92.24088783011862,52.84417552923047,107.5957403211136,-26.41153870926226,37.45581959659451,19.425032236897284,
1713689746348,93.48601961077502,51.99740557530544,102.7463563866416,-27.074478149414062,39.4888801574707,19.465696334838867,9.084352,0.10289137,3.6017964,-0.10842858,0.008093964,0.013286319,51.31338,-0.6032364,-68.37249,664.0,365.0,93.28239191004212,52.660015649892614,105.55211985447104,-26.498897201826598,37.64921432381323,19.42890040604106,
1713689746404,91.6830165832861,53.628010888875345,107.22389674806443,-26.76361083984375,37.94694900512695,19.30986213684082,9.084352,0.10289137,3.6017964,-0.06352998,0.026572637,0.016646078,51.31338,-0.6032364,-68.37249,665.5,366.0,91.9514103259777,52.86379712154799,106.35473525259457,-26.533779700857135,37.67753631214171,19.417576899971646,
1713689746475,93.49642392903121,52.02132334673277,102.76657404644834,-27.038803100585938,39.75032043457031,19.44291114807129,9.060423,0.08673982,3.5581272,-0.06963864,0.03863723,0.017715093,51.309055,-0.510548,-68.55952,668.0,367.0,93.27099684992686,52.68917450325424,104.34670400841226,-26.600328891081695,37.874709740053575,19.419986818345357,
1713689746551,93.03322738162399,53.07942440627438,103.46335632442708,-27.366943359375,39.359066009521484,19.236221313476562,9.060423,0.08673982,3.5581272,-0.10125092,0.022449298,-0.0041233404,51.41933,-0.510548,-68.55952,668.25,366.75,93.06097288326377,52.77103280393962,103.8666311678601,-26.701349105405917,38.01590901436611,19.402506139033477,
1713689746604,91.27042018911028,51.705688462946476,106.52872768621232,-26.088790893554688,38.25025939941406,19.503536224365234,9.084352,0.07836494,3.6263227,-0.09392053,0.015118915,-0.014966198,51.43499,-0.4590229,-68.23893,667.0,366.5,91.45315230274414,52.53588856194127,105.31418347578835,-26.620629572437753,38.03820157645802,19.412116618017535,
1713689746657,89.33179649028257,52.374218356842846,110.24430616125728,-25.601547241210938,36.76068878173828,19.02728843688965,9.084352,0.07836494,3.6263227,-0.106137834,0.03176499,-0.028710667,51.43499,-0.4590229,-68.23893,665.75,366.0,89.55174646576289,52.497963448837474,108.01010466927234,-26.486340539589534,37.91667827154143,19.375509867314925,
1713689746706,90.9856316512804,51.96457642402255,106.1759310314288,-26.291656494140625,38.03056335449219,19.322528839111328,9.084352,0.07836494,3.6263227,-0.16691893,0.01282817,-0.067500606,51.424404,-0.4590229,-68.23893,664.25,365.25,90.85475991938685,52.36467432705118,106.97100823129689,-26.460686152919088,37.927511581170954,19.370470051141034,
1713689746749,91.37968626070824,50.85193936354746,105.62186149542902,-25.938934326171875,38.37404251098633,19.18047332763672,8.993423,-0.019740786,3.4672,-0.23884831,0.046578474,-0.053297993,51.42399,0.1173468,-68.917046,664.25,365.0,91.3352969651472,51.949329497388234,106.26168737981611,-26.391932583110524,37.96998780102795,19.352396627642655,
1713689746790,87.91969462622176,52.1377883527885,111.4676979338547,-25.314437866210938,35.884334564208984,18.902875900268555,8.993423,-0.019740786,3.4672,-0.17470746,0.118966006,-0.09483683,51.42399,0.1173468,-68.917046,662.5,364.0,88.22401451446129,52.007924352295134,108.77674532237076,-26.24994628916966,37.77159019961385,19.30963600352617,
1713689746842,87.65536367712436,52.79879484105428,110.93566933667582,-25.697799682617188,35.482242584228516,18.837923049926758,8.993423,-0.019740786,3.4672,-0.12232576,0.0954477,-0.065209866,51.42399,0.1173468,-68.917046,656.75,362.0,87.71478785687904,52.30703632268011,109.86605769825827,-26.177187463398344,37.55381618633238,19.264764345621607,
1713689746885,87.05777200697896,52.517070868417804,110.2121187309477,-25.753707885742188,35.12530517578125,18.53757095336914,9.15135,-0.09750752,3.4743786,-0.18555032,0.092240654,-0.00870483,51.43779,0.5707181,-69.210365,651.5,359.75,87.13520127876119,52.40107695513186,110.03734485163716,-26.121383667010317,37.322804265944335,19.19559013092467,
1713689746930,87.61987444659593,52.58871248441671,109.46802300912731,-25.994186401367188,35.34622573852539,18.491580963134766,9.15135,-0.09750752,3.4743786,-0.20845777,0.049938235,0.0041233404,51.710865,0.5707181,-69.210365,650.25,358.5,87.56190606046641,52.49305248681271,109.76600579162319,-26.10462231489896,37.13478238775108,19.12862131377073,
